Set	Ontology	Term	Observed	Mean Expected N Genes	Enrichment	P Value	System
Vindija	HPO	Polycystic kidney dysplasia (HP:0000113)	2	0.7855	2.54614895	0.185681432	urinary
Vindija	HPO	Multicystic kidney dysplasia (HP:0000003)	3	1.4841	2.021427128	0.185881412	urinary
Vindija	HPO	Brachycephaly (HP:0000248)	2	0.7831	2.553952241	0.185981402	skeletal
Vindija	HPO	Abnormality of the carotid arteries (HP:0005344)	1	0.2079	4.81000481	0.188081192	cardiovascular
Vindija	HPO	Generalized muscle weakness (HP:0003324)	1	0.2107	4.74608448	0.189581042	skeletal muscle
Vindija	HPO	Blindness (HP:0000618)	2	0.8023	2.492833105	0.190080992	nervous
Vindija	HPO	Ketosis (HP:0001946)	1	0.2092	4.780114723	0.190280972	metabolic
Vindija	HPO	Abnormality of alkaline phosphatase activity (HP:0004379)	1	0.2148	4.655493482	0.192680732	other
Vindija	HPO	Fasciculations (HP:0002380)	1	0.2175	4.597701149	0.192980702	skeletal muscle
Vindija	HPO	Potter facies (HP:0002009)	1	0.2122	4.712535344	0.193280672	other
Vindija	HPO	Facial shape deformation (HP:0011334)	1	0.2122	4.712535344	0.193280672	skeletal
Vindija	HPO	Abnormality of the ileum (HP:0001549)	1	0.2169	4.610419548	0.194380562	digestive
Vindija	HPO	Gingivitis (HP:0000230)	1	0.2158	4.633920297	0.194480552	other
Vindija	HPO	Intestinal polyp (HP:0005266)	1	0.2177	4.593477262	0.195880412	digestive
Vindija	HPO	Abnormal enzyme/coenzyme activity (HP:0012379)	1	0.2215	4.514672686	0.198080192	other
Vindija	HPO	Abnormality of vision evoked potentials (HP:0000649)	1	0.2198	4.549590537	0.198780122	nervous
Vindija	HPO	Skin pits (HP:0100276)	1	0.2231	4.482294935	0.200079992	integumentary
Vindija	HPO	Enlarged kidneys (HP:0000105)	1	0.2209	4.526935265	0.200179982	urinary
Vindija	HPO	Fragile skin (HP:0001030)	1	0.2259	4.426737494	0.201779822	integumentary
Vindija	HPO	Abnormality of eosinophils (HP:0001879)	1	0.2274	4.397537379	0.202779722	hematologic
Vindija	HPO	Abdominal pain (HP:0002027)	2	0.8376	2.387774594	0.203379662	other
Vindija	HPO	Shallow orbits (HP:0000586)	1	0.2264	4.416961131	0.203579642	skeletal
Vindija	HPO	Achilles tendon contracture (HP:0001771)	1	0.2275	4.395604396	0.203979602	skeletal muscle
Vindija	HPO	Abnormality of the Achilles tendon (HP:0005109)	1	0.2275	4.395604396	0.203979602	skeletal muscle
Vindija	HPO	Intention tremor (HP:0002080)	1	0.2311	4.327131112	0.204079592	nervous
Vindija	HPO	Urticaria (HP:0001025)	1	0.2296	4.355400697	0.205679432	immune
Vindija	HPO	Amblyopia (HP:0000646)	1	0.2323	4.304778304	0.207679232	nervous
Vindija	HPO	Hammertoe (HP:0001765)	1	0.2326	4.299226139	0.208279172	skeletal
Vindija	HPO	Neoplasm of striated muscle (HP:0009728)	1	0.2337	4.278990158	0.209379062	skeletal muscle
Vindija	HPO	Abnormality of salivation (HP:0100755)	2	0.8602	2.325040688	0.210078992	digestive
Vindija	HPO	Abnormality of the renal cortex (HP:0011035)	1	0.2323	4.304778304	0.210978902	urinary
Vindija	HPO	Neonatal hypotonia (HP:0001319)	2	0.8607	2.32369002	0.211178882	skeletal muscle
Vindija	HPO	Urethral obstruction (HP:0000796)	1	0.2356	4.244482173	0.211478852	urinary
Vindija	HPO	Aplasia/Hypoplasia affecting the retina (HP:0008061)	1	0.2454	4.074979625	0.216078392	nervous
Vindija	HPO	Aplasia/Hypoplasia of the macula (HP:0008059)	1	0.2454	4.074979625	0.216078392	nervous
Vindija	HPO	Abnormal biliary tract morphology (HP:0012440)	1	0.2458	4.068348251	0.219078092	digestive
Vindija	HPO	Skin ulcer (HP:0200042)	2	0.8763	2.282323405	0.219278072	integumentary
Vindija	HPO	Inflammation of the large intestine (HP:0002037)	1	0.2491	4.014452027	0.219778022	digestive
Vindija	HPO	Gastrointestinal inflammation (HP:0004386)	1	0.2491	4.014452027	0.219778022	digestive
Vindija	HPO	Abnormality of the epiphysis of the femoral head (HP:0010574)	1	0.2506	3.990422985	0.219878012	skeletal
Vindija	HPO	Clubbing of toes (HP:0100760)	1	0.2489	4.017677782	0.221177882	integumentary
Vindija	HPO	Neoplasm of the small intestine (HP:0100833)	1	0.2543	3.93236335	0.223177682	digestive
Vindija	HPO	Scapular winging (HP:0003691)	1	0.2559	3.907776475	0.224477552	skeletal
Vindija	HPO	Progressive visual loss (HP:0000529)	1	0.2531	3.951007507	0.224577542	nervous
Vindija	HPO	Thick eyebrow (HP:0000574)	2	0.8972	2.229157379	0.225077492	integumentary
Vindija	HPO	Abnormality of the femoral head (HP:0003368)	1	0.2581	3.874467261	0.225677432	skeletal
Vindija	HPO	Optic nerve hypoplasia (HP:0000609)	1	0.2552	3.918495298	0.226377362	nervous
Vindija	HPO	Aseptic necrosis (HP:0010885)	1	0.2585	3.868471954	0.226977302	skeletal
Vindija	HPO	Taurodontia (HP:0000679)	1	0.2563	3.901677721	0.227177282	skeletal
Vindija	HPO	Abnormality of the dental root (HP:0006486)	1	0.2563	3.901677721	0.227177282	skeletal
Vindija	HPO	Abnormality of permanent molar morphology (HP:0011071)	1	0.2563	3.901677721	0.227177282	skeletal
Vindija	HPO	Pectus excavatum (HP:0000767)	3	1.6288	1.841846758	0.227477252	skeletal
Vindija	HPO	Autism (HP:0000717)	3	1.6336	1.836434868	0.228177182	nervous
Vindija	HPO	Adducted thumb (HP:0001181)	1	0.2622	3.813882532	0.229877012	skeletal
Vindija	HPO	Arachnodactyly (HP:0001166)	2	0.9078	2.203128442	0.230076992	skeletal
Vindija	HPO	Recurrent urinary tract infections (HP:0000010)	2	0.9219	2.169432693	0.230376962	immune
Vindija	HPO	Leukocytosis (HP:0001974)	1	0.265	3.773584906	0.231576842	immune
Vindija	HPO	Abnormality of the dental pulp (HP:0006479)	1	0.2639	3.789314134	0.233376662	other
Vindija	HPO	Polar cataract (HP:0010696)	1	0.2686	3.723008191	0.234576542	nervous
Vindija	HPO	Hemivertebrae (HP:0002937)	1	0.2663	3.75516335	0.235476452	skeletal
Vindija	HPO	Aplasia/Hypoplasia of the optic nerve (HP:0008058)	1	0.2684	3.725782414	0.237076292	nervous
Vindija	HPO	Hyperkalemia (HP:0002153)	1	0.2726	3.668378577	0.237476252	other
Vindija	HPO	Abnormal auditory evoked potentials (HP:0006958)	1	0.2705	3.696857671	0.237976202	nervous
Vindija	HPO	Esotropia (HP:0000565)	1	0.2751	3.635041803	0.239876012	nervous
Vindija	HPO	Abnormality of the pupil (HP:0000615)	1	0.2781	3.595828839	0.242975702	nervous
Vindija	HPO	Pulmonary hypoplasia (HP:0002089)	2	0.9365	2.135611319	0.245175482	respiratory
Vindija	HPO	Autosomal dominant inheritance (HP:0000006)	20	16.778	1.192037192	0.246175382	other
Vindija	HPO	Waddling gait (HP:0002515)	1	0.2821	3.544842255	0.246275372	other
Vindija	HPO	Abnormality of molar morphology (HP:0011070)	1	0.2835	3.527336861	0.247475252	skeletal
Vindija	HPO	Abnormality of molar (HP:0011077)	1	0.2835	3.527336861	0.247475252	skeletal
Vindija	HPO	Duodenal stenosis (HP:0100867)	1	0.2846	3.513703443	0.247875212	digestive
Vindija	HPO	Small intestinal stenosis (HP:0012848)	1	0.2846	3.513703443	0.247875212	digestive
Vindija	HPO	Craniofacial hyperostosis (HP:0004493)	1	0.2856	3.50140056	0.248075192	skeletal
Vindija	HPO	Xerostomia (HP:0000217)	1	0.2845	3.514938489	0.248675132	digestive
Vindija	HPO	Delayed skeletal maturation (HP:0002750)	3	1.7322	1.731901628	0.248775122	skeletal
Vindija	HPO	Furrowed tongue (HP:0000221)	1	0.2847	3.512469266	0.249675032	other
Vindija	HPO	Abnormality involving the epiphyses of the lower limbs (HP:0006500)	1	0.2909	3.437607425	0.250174983	skeletal
Vindija	HPO	Abnormality of femoral epiphyses (HP:0006499)	1	0.2909	3.437607425	0.250174983	skeletal
Vindija	HPO	Pancreatitis (HP:0001733)	1	0.2906	3.441156228	0.251674833	digestive
Vindija	HPO	Sepsis (HP:0100806)	1	0.2932	3.410641201	0.252974703	immune
Vindija	HPO	Lower limb asymmetry (HP:0100559)	1	0.2915	3.430531732	0.253274673	skeletal
Vindija	HPO	Aplasia/Hypoplasia of the patella (HP:0006498)	1	0.2922	3.422313484	0.253574643	skeletal
Vindija	HPO	Patellar aplasia (HP:0006443)	1	0.2922	3.422313484	0.253574643	skeletal
Vindija	HPO	Lower limb muscle weakness (HP:0007340)	1	0.2931	3.411804845	0.254874513	skeletal muscle
Vindija	HPO	Abnormality of nucleobase metabolism (HP:0010932)	1	0.2978	3.357958361	0.256674333	metabolic
Vindija	HPO	Dry skin (HP:0000958)	2	0.9884	2.023472278	0.257174283	integumentary
Vindija	HPO	Meningitis (HP:0001287)	1	0.297	3.367003367	0.257774223	nervous
Vindija	HPO	Tubulointerstitial abnormality (HP:0001969)	1	0.3	3.333333333	0.258274173	urinary
Vindija	HPO	Bruising susceptibility (HP:0000978)	2	0.9691	2.063770509	0.258374163	other
Vindija	HPO	Developmental regression (HP:0002376)	2	0.9751	2.051071685	0.258574143	behavior
Vindija	HPO	Neoplasm of the colon (HP:0100273)	1	0.3045	3.28407225	0.259474053	digestive
Vindija	HPO	Patellar dislocation (HP:0002999)	1	0.3011	3.321155762	0.260573943	skeletal
Vindija	HPO	Downturned corners of mouth (HP:0002714)	2	0.9925	2.01511335	0.261473853	skeletal muscle
Vindija	HPO	Abnormality of the shoulder girdle musculature (HP:0001435)	1	0.3071	3.256268317	0.262273773	skeletal muscle
Vindija	HPO	"Intellectual disability, moderate (HP:0002342)"	1	0.314	3.184713376	0.268473153	nervous
Vindija	HPO	Peripheral demyelination (HP:0011096)	1	0.3154	3.170577045	0.271472853	nervous
Vindija	HPO	Frontal bossing (HP:0002007)	4	2.6588	1.504438092	0.273072693	skeletal
Vindija	HPO	Acrocyanosis (HP:0001063)	1	0.3176	3.14861461	0.273172683	integumentary
Vindija	HPO	Prominent occiput (HP:0000269)	1	0.3144	3.180661578	0.273272673	skeletal
Vindija	HPO	Increased nuchal translucency (HP:0010880)	1	0.3149	3.175611305	0.273972603	other
Vindija	HPO	Emphysema (HP:0002097)	1	0.3179	3.145643284	0.274272573	respiratory
Vindija	HPO	Neoplasm of the thyroid gland (HP:0100031)	1	0.3207	3.118178983	0.276672333	endocrine
Vindija	HPO	Abnormality of the pericardium (HP:0001697)	1	0.327	3.058103976	0.277472253	cardiovascular
Vindija	HPO	Asymmetric growth (HP:0100555)	1	0.3245	3.081664099	0.278172183	other
Vindija	HPO	Pulmonic stenosis (HP:0001642)	2	1.0331	1.935921014	0.278872113	cardiovascular
Vindija	HPO	Hypoplastic toenails (HP:0001800)	1	0.3244	3.082614057	0.279572043	integumentary
Vindija	HPO	Congenital hip dislocation (HP:0001374)	1	0.3281	3.047851265	0.283071693	skeletal
Vindija	HPO	Mitral regurgitation (HP:0001653)	1	0.3343	2.991325157	0.283571643	cardiovascular
Vindija	HPO	Difficulty walking (HP:0002355)	1	0.3382	2.956830278	0.285671433	other
Vindija	HPO	Cranial hyperostosis (HP:0004437)	1	0.3359	2.977076511	0.285771423	skeletal
Vindija	HPO	Hypopigmentation of the fundus (HP:0007894)	1	0.3337	2.996703626	0.285971403	integumentary
Vindija	HPO	Abnormality of Sharpey fibers (HP:0100685)	1	0.3372	2.965599051	0.286471353	skeletal muscle
Vindija	HPO	Chondrocalcinosis (HP:0000934)	1	0.3372	2.965599051	0.286471353	skeletal
Vindija	HPO	Goiter (HP:0000853)	1	0.337	2.96735905	0.287171283	endocrine
Vindija	HPO	Wormian bones (HP:0002645)	1	0.3431	2.914602157	0.292770723	skeletal
Vindija	HPO	Abnormality of the peritoneum (HP:0002585)	1	0.348	2.873563218	0.294970503	digestive
Vindija	HPO	Pes cavus (HP:0001761)	2	1.0903	1.834357516	0.295270473	skeletal
Vindija	HPO	Decreased number of peripheral myelinated nerve fibers (HP:0003380)	1	0.3471	2.881014117	0.295670433	nervous
Vindija	HPO	Clinodactyly of the 5th finger (HP:0004209)	4	2.7543	1.452274625	0.298970103	skeletal
Vindija	HPO	Gynecomastia (HP:0000771)	1	0.3592	2.783964365	0.302069793	endocrine
Vindija	HPO	Nail dystrophy (HP:0008404)	1	0.367	2.72479564	0.303369663	integumentary
Vindija	HPO	Ovarian neoplasm (HP:0100615)	2	1.1024	1.814223512	0.305469453	reproductive
Vindija	HPO	Abnormality of the gallbladder (HP:0005264)	1	0.3635	2.751031637	0.307469253	digestive
Vindija	HPO	Sclerocornea (HP:0000647)	1	0.3641	2.746498215	0.308369163	nervous
Vindija	HPO	Cerebral edema (HP:0002181)	1	0.3729	2.681684098	0.311068893	nervous
Vindija	HPO	Pulmonary fibrosis (HP:0002206)	1	0.3704	2.699784017	0.311168883	respiratory
Vindija	HPO	Myelodysplasia (HP:0002863)	1	0.3824	2.615062762	0.312468753	hematologic
Vindija	HPO	Lactic acidosis (HP:0003128)	2	1.1352	1.761804087	0.313068693	metabolic
Vindija	HPO	High palate (HP:0000218)	3	1.9881	1.508978422	0.320067993	skeletal
Vindija	HPO	Venous abnormality (HP:0002624)	1	0.3845	2.600780234	0.320167983	cardiovascular
Vindija	HPO	Short philtrum (HP:0000322)	2	1.1635	1.71895144	0.320867913	integumentary
Vindija	HPO	Freckling (HP:0001480)	1	0.3915	2.554278416	0.323467653	integumentary
Vindija	HPO	Hypoplasia of dental enamel (HP:0006297)	1	0.3876	2.57997936	0.323567643	skeletal
Vindija	HPO	Sudden death (HP:0001699)	1	0.3926	2.547121752	0.324967503	other
Vindija	HPO	Infantile onset (HP:0003593)	4	2.8783	1.389709203	0.327367263	other
Vindija	HPO	Attention deficit hyperactivity disorder (HP:0007018)	2	1.1619	1.72131853	0.327667233	behavior
Vindija	HPO	Abnormality of the duodenum (HP:0002246)	1	0.3992	2.50501002	0.330266973	digestive
Vindija	HPO	Testicular neoplasm (HP:0010788)	1	0.4196	2.383222116	0.338566143	reproductive
Vindija	HPO	Pes planus (HP:0001763)	2	1.211	1.651527663	0.339066093	skeletal
Vindija	HPO	Childhood onset (HP:0011463)	1	0.414	2.415458937	0.340065993	other
Vindija	HPO	Abnormality of potassium homeostasis (HP:0011042)	1	0.4199	2.381519409	0.341165883	other
Vindija	HPO	Broad phalanges of the hand (HP:0009768)	1	0.4239	2.359046945	0.346365363	skeletal
Vindija	HPO	Broad finger (HP:0001500)	1	0.4239	2.359046945	0.346365363	skeletal
Vindija	HPO	Bundle branch block (HP:0011710)	1	0.425	2.352941176	0.348765123	cardiovascular
Vindija	HPO	Congenital sensorineural hearing impairment (HP:0008527)	1	0.432	2.314814815	0.349365063	nervous
Vindija	HPO	Restrictive lung disease (HP:0002091)	1	0.4328	2.310536044	0.351764824	respiratory
Vindija	HPO	Cutis marmorata (HP:0000965)	1	0.4326	2.311604253	0.355264474	integumentary
Vindija	HPO	Skull defect (HP:0001362)	1	0.4288	2.332089552	0.357564244	skeletal
Vindija	HPO	Psychosis (HP:0000709)	1	0.4496	2.224199288	0.360663934	nervous
Vindija	HPO	CNS demyelination (HP:0007305)	1	0.4394	2.275830678	0.360963904	nervous
Vindija	HPO	Splenomegaly (HP:0001744)	3	2.1419	1.400625613	0.361463854	lymphatic
Vindija	HPO	Hallux valgus (HP:0001822)	1	0.4543	2.201188642	0.361763824	skeletal
Vindija	HPO	Hypoplasia of the maxilla (HP:0000327)	1	0.4531	2.207018318	0.365263474	skeletal
Vindija	HPO	Epistaxis (HP:0000421)	1	0.4586	2.180549498	0.367263274	other
Vindija	HPO	Heart block (HP:0012722)	1	0.455	2.197802198	0.367963204	cardiovascular
Vindija	HPO	Abnormal atrioventricular conduction (HP:0005150)	1	0.455	2.197802198	0.367963204	cardiovascular
Vindija	HPO	Iris coloboma (HP:0000612)	2	1.2874	1.55351872	0.369163084	nervous
Vindija	HPO	High forehead (HP:0000348)	2	1.3008	1.537515375	0.370962904	skeletal
Vindija	HPO	Melanocytic nevus (HP:0000995)	1	0.473	2.114164905	0.374062594	integumentary
Vindija	HPO	Precocious puberty (HP:0000826)	1	0.4699	2.128112364	0.374162584	endocrine
Vindija	HPO	Deviation of the hallux (HP:0010051)	1	0.4745	2.10748156	0.374862514	skeletal
Vindija	HPO	Midline defect of the nose (HP:0004122)	1	0.4692	2.131287298	0.375262474	other
Vindija	HPO	Ventricular tachycardia (HP:0004756)	1	0.4665	2.143622722	0.377062294	cardiovascular
Vindija	HPO	Corneal dystrophy (HP:0001131)	1	0.4752	2.104377104	0.379662034	nervous
Vindija	HPO	Split hand (HP:0001171)	1	0.4803	2.082032063	0.380461954	skeletal
Vindija	HPO	Cellular immunodeficiency (HP:0005374)	1	0.4764	2.099076406	0.383061694	immune
Vindija	HPO	Abnormality of the fingernails (HP:0001231)	2	1.3302	1.503533303	0.383161684	integumentary
Vindija	HPO	Intestinal malrotation (HP:0002566)	1	0.4868	2.054231717	0.383461654	digestive
Vindija	HPO	Broad phalanx (HP:0006009)	1	0.4841	2.065688907	0.384261574	skeletal
Vindija	HPO	Narrow palate (HP:0000189)	1	0.4844	2.064409579	0.385161484	skeletal
Vindija	HPO	Aplasia/Hypoplasia affecting the fundus (HP:0008057)	1	0.4882	2.048340844	0.385461454	nervous
Vindija	HPO	Anonychia (HP:0001798)	1	0.4915	2.034587996	0.388161184	integumentary
Vindija	HPO	Obsessive-compulsive behavior (HP:0000722)	1	0.496	2.016129032	0.389261074	behavior
Vindija	HPO	Ventricular septal defect (HP:0001629)	3	2.2687	1.322343192	0.396960304	cardiovascular
Vindija	HPO	Muscular dystrophy (HP:0003560)	1	0.5069	1.972775695	0.399360064	skeletal muscle
Vindija	HPO	Broad long bones (HP:0005622)	1	0.5102	1.96001568	0.399960004	skeletal
Vindija	HPO	Chorioretinal coloboma (HP:0000567)	1	0.5101	1.960399922	0.401559844	nervous
Vindija	HPO	Microtia (HP:0008551)	1	0.5126	1.950838861	0.403659634	nervous
Vindija	HPO	Sudden cardiac death (HP:0001645)	2	1.3858	1.443209698	0.403859614	cardiovascular
Vindija	HPO	Low anterior hairline (HP:0000294)	1	0.5263	1.900057002	0.405659434	integumentary
Vindija	HPO	Oculomotor apraxia (HP:0000657)	1	0.5159	1.938360147	0.405959404	nervous
Vindija	HPO	Retinitis pigmentosa (HP:0000510)	2	1.4016	1.426940639	0.412658734	integumentary
Vindija	HPO	Abnormality of the renal medulla (HP:0100957)	1	0.5297	1.887861053	0.415258474	urinary
Vindija	HPO	Narrow mouth (HP:0000160)	2	1.4251	1.403410287	0.416458354	skeletal
Vindija	HPO	Opacification of the corneal stroma (HP:0007759)	2	1.423	1.405481377	0.417058294	nervous
Vindija	HPO	Neuroectodermal neoplasm (HP:0030061)	1	0.5338	1.873360809	0.417758224	nervous
Vindija	HPO	Neuroepithelial neoplasm (HP:0030063)	1	0.5338	1.873360809	0.417758224	nervous
Vindija	HPO	Nervous tissue neoplasm (HP:0030060)	1	0.5338	1.873360809	0.417758224	nervous
Vindija	HPO	Germ cell neoplasia (HP:0100728)	1	0.5406	1.849796522	0.420857914	reproductive
Vindija	HPO	Breast carcinoma (HP:0003002)	1	0.5438	1.838911364	0.424657534	reproductive
Vindija	HPO	Triphalangeal thumb (HP:0001199)	1	0.5535	1.806684734	0.425057494	skeletal
Vindija	HPO	Stage 5 chronic kidney disease (HP:0003774)	1	0.5513	1.813894431	0.425657434	urinary
Vindija	HPO	Congenital hepatic fibrosis (HP:0002612)	1	0.5574	1.794043775	0.430156984	digestive
Vindija	HPO	Stroke (HP:0001297)	1	0.5628	1.776830135	0.432356764	cardiovascular
Vindija	HPO	Low posterior hairline (HP:0002162)	1	0.5717	1.749169145	0.433456654	integumentary
Vindija	HPO	Drooling (HP:0002307)	1	0.5725	1.746724891	0.434156584	other
Vindija	HPO	Abnormality of chromosome segregation (HP:0002916)	1	0.5678	1.761183515	0.434756524	other
Vindija	HPO	Excessive salivation (HP:0003781)	1	0.5757	1.737015807	0.435956404	digestive
Vindija	HPO	Malignant neoplasm of the central nervous system (HP:0100836)	1	0.5712	1.75070028	0.436156384	nervous
Vindija	HPO	Radial deviation of finger (HP:0009466)	4	3.3975	1.177336277	0.441555844	skeletal
Vindija	HPO	Abnormality of the thymus (HP:0000777)	1	0.5726	1.746419839	0.442155784	lymphatic
Vindija	HPO	Respiratory insufficiency due to muscle weakness (HP:0002747)	1	0.6047	1.653712585	0.457954205	respiratory
Vindija	HPO	Single transverse palmar crease (HP:0000954)	2	1.5532	1.287664177	0.459354065	integumentary
Vindija	HPO	Thin upper lip vermilion (HP:0000219)	1	0.6127	1.632120124	0.461253875	integumentary
Vindija	HPO	Talipes equinovarus (HP:0001762)	2	1.5662	1.276976121	0.464253575	skeletal
Vindija	HPO	Lymphoma (HP:0002665)	1	0.6235	1.603849238	0.464853515	lymphatic
Vindija	HPO	Optic atrophy (HP:0000648)	5	4.4953	1.112272818	0.465253475	nervous
Vindija	HPO	Delayed gross motor development (HP:0002194)	1	0.6295	1.588562351	0.470652935	nervous
Vindija	HPO	Hematuria (HP:0000790)	1	0.6467	1.546312046	0.473652635	urinary
Vindija	HPO	Sandal gap (HP:0001852)	1	0.6512	1.535626536	0.475152485	skeletal
Vindija	HPO	Depressed nasal bridge (HP:0005280)	4	3.6253	1.103356964	0.488451155	skeletal
Vindija	HPO	Stereotypic behavior (HP:0000733)	1	0.6546	1.527650474	0.489151085	behavior
Vindija	HPO	Metabolic acidosis (HP:0001942)	1	0.672	1.488095238	0.489851015	metabolic
Vindija	HPO	Memory impairment (HP:0002354)	1	0.6744	1.482799526	0.491050895	nervous
Vindija	HPO	Dehydration (HP:0001944)	1	0.6825	1.465201465	0.492150785	other
Vindija	HPO	Radioulnar synostosis (HP:0002974)	1	0.674	1.483679525	0.492250775	skeletal
Vindija	HPO	Gingival overgrowth (HP:0000212)	1	0.6768	1.477541371	0.493750625	immune
Vindija	HPO	Hydrocephalus (HP:0000238)	3	2.6577	1.128795575	0.494150585	nervous
Vindija	HPO	Downslanted palpebral fissures (HP:0000494)	3	2.6654	1.125534629	0.495750425	integumentary
Vindija	HPO	Polycystic ovaries (HP:0000147)	1	0.6937	1.441545337	0.496250375	reproductive
Vindija	HPO	Facial asymmetry (HP:0000324)	1	0.7061	1.416229996	0.506349365	other
Vindija	HPO	Bradykinesia (HP:0002067)	1	0.7096	1.409244645	0.510048995	nervous
